"","song","artist","WeekID","Peak.Position","Weeks.on.Chart","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","Month","Season","artist.pop"
"1080","Head Over Boots","Jon Pardi",2016-03-19,97,24,0.066,0.557,202347,0.676,0,7,0.087,-4.457,1,0.027,108.016,4,0.678,3,"Spring",1
"1081","Headfirst Slide Into Cooperstown On A Bad Bet","Fall Out Boy",2008-10-25,74,1,0.011,0.606,234493,0.748,1.27e-06,2,0.391,-4.207,0,0.0326,120.069,4,0.584,10,"Fall",4
"1082","Headlines","Drake",2011-08-27,13,25,0.365,0.636,235987,0.566,0.000353,6,0.092,-7.16,0,0.106,151.894,4,0.425,8,"Summer",4
"1083","Headsprung","LL Cool J",2004-07-10,89,20,0.013,0.574,267320,0.799,2.63e-05,0,0.074,-5.734,1,0.0426,199.804,4,0.463,7,"Summer",0
"1084","Headstrong","Trapt",2003-04-05,71,43,0,0.492,285570,0.896,2.78e-06,4,0.189,-5.819,0,0.117,184.981,4,0.534,4,"Spring",0
"1085","Heard It All Before","Sunshine Anderson",2001-03-10,55,20,0.061,0.698,295827,0.925,0,3,0.095,-4.209,0,0.222,96.953,4,0.676,3,"Spring",0
"1086","Heart Attack","Enrique Iglesias",2013-12-14,95,2,0.064,0.553,170147,0.892,0,4,0.426,-4.039,1,0.0667,77.01,4,0.479,12,"Winter",1
"1087","Heart Attack","Trey Songz",2012-04-14,99,26,0.059,0.608,233147,0.863,0,11,0.228,-4.87,1,0.131,150.029,4,0.476,4,"Spring",4
"1088","Heart Like Mine","Miranda Lambert",2011-02-26,95,20,0.064,0.437,177867,0.844,1.42e-06,8,0.124,-3.394,1,0.0381,155.066,4,0.493,2,"Winter",4
"1089","Heartache On The Dance Floor","Jon Pardi",2017-07-22,89,18,0.062,0.594,205200,0.824,0,9,0.086,-4.252,1,0.0458,116.005,4,0.671,7,"Summer",2
"1090","Heartbeat","Carrie Underwood",2016-01-23,76,14,0.606,0.54,209920,0.766,0,1,0.09,-4.478,1,0.05,139.999,4,0.435,1,"Winter",3
"1091","Heartbeat","The Fray",2011-10-29,95,18,0.001,0.454,220920,0.819,0.0001693,9,0.158,-5.079,1,0.0336,144.438,4,0.32,10,"Fall",4
"1092","Heartbeat Song","Kelly Clarkson",2015-01-31,37,20,0.014,0.49,198733,0.798,0,6,0.063,-3.66,1,0.0489,149.109,4,0.479,1,"Winter",2
"1093","Heartbreak Warfare","John Mayer",2009-12-05,100,20,0.191,0.624,269720,0.554,0.00131,2,0.299,-8.113,1,0.0225,97.031,4,0.311,12,"Winter",2
"1094","Heartless","Kanye West",2008-11-22,4,30,0.04,0.789,211000,0.65,0,10,0.249,-6.16,0,0.121,87.983,4,0.617,11,"Fall",3
"1095","Heartless","Kris Allen",2009-06-06,16,3,0.133,0.577,222333,0.747,0,10,0.141,-4.675,0,0.052,94.954,4,0.502,6,"Summer",0
"1096","Heartless","The Fray",2009-05-30,79,1,0.675,0.394,255907,0.693,0,9,0.115,-6.993,1,0.0938,164.004,4,0.433,5,"Spring",3
"1097","Hearts Don't Break Around Here","Ed Sheeran",2017-03-25,93,1,0.719,0.604,248413,0.366,0,7,0.162,-7.881,1,0.0267,105.177,3,0.181,3,"Spring",7
"1098","Heaven","Kane Brown",2017-10-28,82,27,0.263,0.677,179507,0.556,0,9,0.105,-6.544,1,0.0306,80.009,4,0.521,10,"Fall",2
"1099","Heaven","Live",2003-08-30,79,20,0.001,0.39,227933,0.813,0,8,0.062,-5.822,1,0.0403,184.912,4,0.362,8,"Summer",0
"1100","Heaven","Los Lonely Boys",2004-05-15,67,30,0.376,0.653,226960,0.818,1.64e-06,11,0.075,-6.375,1,0.0638,91.896,4,0.798,5,"Spring",0
"1101","Heavy Heart","Meek Mill",2017-08-12,99,1,0.239,0.472,250467,0.695,0,10,0.094,-5.008,0,0.443,73.031,3,0.351,8,"Summer",2
"1102","Helena (So Long & Goodnight)","My Chemical Romance",2005-07-09,98,16,0.014,0.356,204733,0.96,0,4,0.209,-3.487,1,0.104,125.921,4,0.086,7,"Summer",1
"1103","Hell Of A Night","Dustin Lynch",2015-06-20,99,16,0.005,0.499,190427,0.797,0,2,0.297,-4.845,1,0.0402,85.054,4,0.591,6,"Summer",0
"1104","Hell On The Heart","Eric Church",2010-03-20,100,12,0.083,0.637,164733,0.89,1.9e-06,0,0.089,-3.877,1,0.0312,123.002,4,0.928,3,"Spring",2
"1105","Hell Yeah","Montgomery Gentry",2003-11-01,96,20,0.019,0.368,290115,0.865,1.08666666666667e-06,0,0.331,-6.974,1,0.0549,173.568,4,0.659,11,"Fall",3
"1106","Hella Good","No Doubt",2002-04-20,63,20,0.176,0.743,244893,0.557,0.4543,4,0.078,-6.704,1,0.0342,114.898,4,0.828,4,"Spring",1
"1107","Hello","Adele",2015-11-14,1,26,0.336,0.481,295493,0.451,0,5,0.087,-6.095,0,0.0347,157.966,4,0.289,11,"Fall",0
"1108","Hello","Karmin",2012-09-15,89,8,0.166,0.658,237547,0.919,0,5,0.123,-2.455,1,0.171,127.916,4,0.516,9,"Fall",1
"1109","Hello World","Lady Antebellum",2010-11-27,70,20,0.056,0.427,326107,0.531,0.00106,8,0.084,-6.985,1,0.0297,111.079,4,0.145,11,"Fall",5
"1110","Helluva Life","Frankie Ballard",2013-12-21,89,20,0.068,0.564,231693,0.76,0,6,0.144,-5.667,1,0.0277,134.015,4,0.528,12,"Winter",0
"1111","Help Is On The Way","Rise Against",2011-02-12,89,1,0,0.336,237480,0.951,0.00108,5,0.033,-3.587,0,0.0707,108.043,4,0.596,2,"Winter",0
"1112","Help Me Understand","Trace Adkins",2002-07-20,80,4,0.652,0.505,231453,0.437,5.015e-05,7,0.088,-9.197,1,0.0278,129.921,4,0.292,7,"Summer",2
"1113","Help Somebody","Van Zant",2005-07-16,91,11,0.001,0.499,253453,0.659,7.35e-06,7,0.128,-5.727,1,0.0323,158.112,4,0.411,7,"Summer",0
"1114","Hemorrhage (In My Hands)","Fuel",2000-10-28,77,22,0,0.301,236867,0.823,0.000309,1,0.083,-4.072,1,0.0433,152.017,4,0.372,10,"Fall",0
"1115","Her Diamonds","Rob Thomas",2009-06-06,42,20,0.016,0.555,280000,0.924,0,7,0.075,-4.93,1,0.0604,87.606,4,0.865,6,"Summer",1
"1116","Here","Alessia Cara",2015-08-22,95,34,0.078,0.376,199453,0.821,0,0,0.082,-3.974,1,0.104,120.462,4,0.331,8,"Summer",0
"1117","Here","Rascal Flatts",2008-10-18,94,17,0.146,0.43,235280,0.79,0,9,0.119,-4.887,1,0.0413,163.881,4,0.295,10,"Fall",7
"1118","Here (In Your Arms)","Hellogoodbye",2006-11-18,97,21,0.213,0.706,240547,0.621,0.00208,5,0.253,-6.797,1,0.0386,126.028,4,0.785,11,"Fall",0
"1119","Here For A Good Time","George Strait",2011-07-16,65,20,0.076,0.604,180267,0.773,3.63e-06,6,0.11,-6.63,1,0.0368,127.901,4,0.563,7,"Summer",5
"1120","Here Is Gone","Goo Goo Dolls",2002-03-23,63,20,0.001,0.344,238253,0.712,0.000976,1,0.108,-4.305,1,0.032,102.158,4,0.22,3,"Spring",2
"1121","Here It Goes Again","OK Go",2006-09-16,87,20,0,0.537,179813,0.882,9.06e-05,0,0.12,-2.306,1,0.0403,145.729,4,0.81,9,"Fall",0
"1122","Here We Go Again","Demi Lovato",2009-07-11,51,9,0.004,0.587,226253,0.922,0,5,0.214,-5.22,1,0.0365,142.038,4,0.667,7,"Summer",3
"1123","Here Without You","3 Doors Down",2003-08-30,64,51,0.031,0.502,237100,0.628,0,10,0.124,-5.654,0,0.0262,144.012,4,0.198,8,"Summer",3
"1124","Hey","Mitchel Musso",2009-06-20,70,2,0.008,0.395,181227,0.774,0,1,0.084,-3.169,1,0.0408,183.983,4,0.736,6,"Summer",0
"1125","Hey Brother","Avicii",2013-12-21,78,23,0.028,0.537,255093,0.777,6.12e-05,7,0.084,-4.829,0,0.0473,124.943,4,0.427,12,"Winter",1
"1126","Hey Girl","Billy Currington",2013-05-18,93,21,0.016,0.469,200533,0.684,0,6,0.072,-5.296,1,0.0308,163.957,4,0.636,5,"Spring",3
"1127","Hey Mama","The Black Eyed Peas",2004-04-10,67,20,0.09,0.866,214893,0.875,1.47e-06,4,0.605,-6.325,0,0.24,100.171,4,0.927,4,"Spring",1
"1128","Hey Porsche","Nelly",2013-03-09,42,4,0.139,0.73,209147,0.788,0,9,0.642,-4.729,1,0.0295,115.998,4,0.952,3,"Spring",0
"1129","Hey Stephen","Taylor Swift",2008-11-29,94,1,0.194,0.841,254307,0.544,2.48e-06,6,0.108,-7.347,1,0.0309,115.994,4,0.831,11,"Fall",5
"1130","Hey There Delilah","Plain White T's",2007-04-14,79,35,0.838,0.502,233280,0.43,1.98e-06,2,0.103,-7.694,1,0.0288,103.804,4,0.348,4,"Spring",1
"1131","Hey Ya!","OutKast",2003-10-18,57,32,0.103,0.728,235213,0.974,0.000532,4,0.175,-2.261,0,0.0665,79.526,4,0.965,10,"Fall",2
"1132","Hey, Soul Sister","Train",2009-10-17,98,54,0.185,0.673,216773,0.886,0,1,0.083,-4.44,0,0.0431,97.012,4,0.795,10,"Fall",0
"1133","Hide Away","Daya",2015-10-03,100,27,0.225,0.885,192376,0.801,1.65e-06,11,0.073,-4.716,0,0.0882,95.011,4,0.466,10,"Fall",0
"1134","Hideaway","Kiesza",2014-08-02,97,14,0.086,0.845,251987,0.721,0.00859,7,0.082,-4.188,0,0.0464,122.958,4,0.188,8,"Summer",0
"1135","High","James Blunt",2006-06-24,100,1,0.259,0.541,243280,0.602,1.37e-06,10,0.125,-6.033,1,0.0257,81.32,4,0.446,6,"Summer",2
"1136","High By The Beach","Lana Del Rey",2015-08-29,51,3,0.244,0.536,257573,0.486,0.00788,11,0.12,-11.067,0,0.0346,131.988,4,0.097,8,"Summer",3
"1137","High Hopes","Panic! At The Disco",2018-06-09,98,20,0.193,0.579,190947,0.904,0,5,0.064,-2.729,1,0.0618,82.014,4,0.681,6,"Summer",4
"1138","High Maintenance Woman","Toby Keith",2007-03-03,100,17,0.031,0.648,201333,0.912,0,2,0.38,-3.879,1,0.0336,123.024,4,0.799,3,"Spring",8
"1139","Highway 20 Ride","Zac Brown Band",2010-01-30,98,20,0.551,0.55,229280,0.402,1.38e-05,3,0.105,-7.195,1,0.0339,76.105,4,0.428,1,"Winter",3
"1140","Hillbilly Deluxe","Brooks & Dunn",2007-02-10,92,9,0.316,0.564,258472,0.824,1.945e-06,7,0.548,-4.742,1,0.0484,154.986,4,0.558,2,"Winter",4
"1141","History","One Direction",2015-11-28,92,6,0.035,0.655,187427,0.699,0,11,0.064,-4.421,1,0.0493,86.704,4,0.802,11,"Fall",16
"1142","History In The Making","Darius Rucker",2009-11-07,99,20,0.037,0.475,209480,0.718,0,0,0.326,-5.638,1,0.034,157.722,4,0.453,11,"Fall",3
"1143","Hit That","The Offspring",2003-12-20,74,15,0.028,0.707,169413,0.797,0,11,0.061,-3.032,0,0.0317,131.95,4,0.965,12,"Winter",0
"1144","Hittas","Lil Wayne",2018-10-13,59,1,0.276,0.788,223617,0.765,0,2,0.216,-3.93,1,0.439,144.046,4,0.667,10,"Fall",0
"1145","Ho Hey","The Lumineers",2012-06-23,90,62,0.794,0.685,163133,0.466,2.06e-06,0,0.092,-9.074,1,0.0304,79.936,4,0.353,6,"Summer",0
"1146","Hold It Against Me","Britney Spears",2011-01-29,1,17,0.011,0.649,229113,0.718,0,0,0.236,-4.829,0,0.0443,132.973,4,0.387,1,"Winter",6
"1147","Hold My Hand","Jess Glynne",2015-10-03,94,6,0.002,0.642,227344,0.823,0,0,0.078,-5.717,1,0.0289,122.977,4,0.431,10,"Fall",0
"1148","Hold On","Alabama Shakes",2013-03-02,100,2,0.209,0.585,226187,0.666,0.339,0,0.085,-5.381,1,0.0293,88.841,4,0.545,3,"Spring",0
"1149","Hold On","Good Charlotte",2004-02-14,63,5,0.001,0.424,245600,0.937,0,1,0.113,-5.354,1,0.0769,137.861,4,0.156,2,"Winter",1
"1150","Hold Up My Heart","Brooke White",2009-03-14,47,1,0.411,0.314,229227,0.641,0,2,0.106,-4.078,1,0.0387,177.211,4,0.409,3,"Spring",0
"1151","Holiday","Green Day",2005-04-09,98,32,0,0.552,232680,0.89,0,8,0.888,-3.409,1,0.0342,146.525,4,0.716,4,"Spring",1
"1152","Hollaback Girl","Gwen Stefani",2005-04-02,82,31,0.344,0.918,199907,0.918,5.35e-06,10,0.024,-2.218,0,0.0954,110.024,4,0.882,4,"Spring",1
"1153","Holland Road","Mumford & Sons",2012-10-13,92,3,0.089,0.451,250840,0.703,9.49e-05,2,0.103,-6.406,1,0.0356,79.306,4,0.404,10,"Fall",3
"1154","Holler Back","The Lost Trailers",2008-07-19,98,13,0.259,0.442,190813,0.921,0,2,0.163,-2.344,1,0.0635,178.124,4,0.601,7,"Summer",0
"1155","Hollow","Tori Kelly",2016-01-02,98,11,0.04,0.403,211653,0.539,1.06e-05,10,0.254,-6.987,1,0.037,125.646,4,0.332,1,"Winter",1
"1156","Hollywood","Michael Buble",2010-09-25,90,2,0.013,0.589,253813,0.913,0,0,0.109,-4.454,1,0.0458,131.979,4,0.805,9,"Fall",2
"1157","Holy Water","Big & Rich",2005-01-01,75,7,0.045,0.536,256813,0.765,6.97e-06,0,0.344,-1.991,1,0.0277,94.677,4,0.456,1,"Winter",2
"1158","Home","Blake Shelton",2008-04-26,91,20,0.502,0.439,230351,0.441,3.56e-06,7,0.111,-7.126,1,0.0265,84.693,4,0.292,4,"Spring",3
"1159","Home","Daughtry",2007-03-17,83,37,0.003,0.456,255452,0.852,4.375e-06,6,0.192,-3.558,1,0.0341,143.911,4,0.36,3,"Spring",1
"1160","Home","Michael Buble",2005-05-21,100,20,0.844,0.608,225907,0.37,1.87e-05,7,0.112,-9.207,1,0.0306,127.631,4,0.349,5,"Spring",0
"1161","Home","Phillip Phillips",2012-06-09,96,40,0.023,0.607,210173,0.816,1.16e-05,0,0.136,-6.02,1,0.0306,121.029,4,0.355,6,"Summer",0
"1162","Homeboy","Eric Church",2011-03-26,99,21,0.015,0.558,227227,0.673,0.000655,6,0.076,-4.914,1,0.0291,139.985,4,0.445,3,"Spring",3
"1163","Homegrown","Zac Brown Band",2015-01-31,48,20,0.019,0.717,205000,0.796,8.94e-05,6,0.19,-3.677,1,0.0303,105.017,4,0.942,1,"Winter",5
"1164","Homegrown Honey","Darius Rucker",2014-11-22,97,20,0.12,0.658,204893,0.913,0,1,0.051,-5.029,1,0.0511,87.967,4,0.864,11,"Fall",2
"1165","Hometown Girl","Josh Turner",2017-03-18,96,16,0.263,0.505,215080,0.79,0.0884,3,0.123,-5.442,0,0.035,155.934,4,0.445,3,"Spring",0
"1166","Homewrecker","Gretchen Wilson",2005-03-26,91,13,0.042,0.502,205973,0.68,3.7e-06,4,0.362,-5.707,1,0.0322,148.608,4,0.381,3,"Spring",2
"1167","Honest","Future",2013-09-28,75,17,0.033,0.719,200493,0.477,0,6,0.218,-6.439,0,0.178,140.141,4,0.297,9,"Fall",1
"1168","Honest","The Chainsmokers",2017-08-19,88,4,0.012,0.673,208000,0.514,8.5e-05,0,0.385,-10.772,0,0.0465,100.035,4,0.312,8,"Summer",2
"1169","Honestly","Cartel",2007-01-13,89,5,0,0.449,207333,0.903,0,1,0.133,-4.949,1,0.0388,144.522,4,0.583,1,"Winter",0
"1170","Honey Bee","Blake Shelton",2011-04-23,13,20,0.002,0.481,210720,0.849,1.49e-06,4,0.121,-5.131,1,0.0385,205.57,4,0.723,4,"Spring",5
"1171","Honey, I'm Good.","Andy Grammer",2015-02-28,96,31,0.032,0.752,199263,0.775,0,9,0.351,-7.289,1,0.0546,122.014,4,0.595,2,"Winter",1
"1172","Honky Tonk Badonkadonk","Trace Adkins",2005-11-05,91,20,0.365,0.608,240342,0.917,7.56666666666667e-06,5,0.114,-4.588,0,0.0719,117.909,4,0.755,11,"Fall",4
"1173","Honkytonk U","Toby Keith",2005-02-26,93,12,0.027,0.638,214513,0.73,0.00010785,9,0.255,-4.777,1,0.0272,113.007,4,0.546,2,"Winter",6
"1174","Hooked","Dylan Scott",2018-07-28,85,11,0.036,0.597,149293,0.721,0,9,0.083,-6.422,1,0.0356,132.054,4,0.437,7,"Summer",1
"1175","Hope","XXXTENTACION",2018-06-30,80,2,0.661,0.592,110886,0.457,0.000331,9,0.146,-6.081,0,0.0603,146.04,4,0.225,6,"Summer",2
"1176","Hope She Cheats On You (With A Basketball Player)","Marsha Ambrosius",2010-10-16,88,1,0.06,0.501,243653,0.666,0,6,0.123,-7.312,0,0.414,163.925,4,0.392,10,"Fall",0
"1177","Hope You Get Lonely Tonight","Cole Swindell",2014-06-28,99,20,0.103,0.45,227987,0.795,0,10,0.166,-4.249,1,0.0355,151.884,4,0.364,6,"Summer",1
"1178","Hopeless Wanderer","Mumford & Sons",2013-08-24,59,1,0.014,0.268,307853,0.578,0.00281,10,0.106,-7.796,1,0.0383,154.204,4,0.201,8,"Summer",6
"1179","Hot","Avril Lavigne",2007-12-08,95,1,0.017,0.6,202973,0.938,0,8,0.355,-3.806,1,0.0821,144.953,4,0.469,12,"Winter",4
"1180","Hot In Herre","Nelly",2002-05-04,49,26,0.218,0.965,228227,0.736,0,9,0.06,-5.005,0,0.144,107.07,4,0.921,5,"Spring",2
"1181","Hot Mama","Trace Adkins",2004-01-24,73,14,0.01,0.56,200053,0.833,0.00211,7,0.328,-4.102,1,0.0314,105.96,4,0.768,1,"Winter",3
"1182","Hot Mess","Cobra Starship",2009-08-29,88,5,0.002,0.642,172293,0.87,0,7,0.129,-4.096,1,0.11,119.987,4,0.73,8,"Summer",0
"1183","Hot N Cold","Katy Perry",2008-07-05,88,39,0,0.706,220227,0.841,0,7,0.069,-3.956,1,0.0418,132.032,4,0.861,7,"Summer",1
"1184","Hot Revolver","Lil Wayne",2009-04-04,33,3,0.005,0.703,200800,0.513,0,7,0.087,-7.209,1,0.0481,128.994,4,0.274,4,"Spring",3
"1185","Hotel Key","Old Dominion",2018-07-14,93,19,0.152,0.758,166573,0.867,0,11,0.308,-5.087,1,0.0475,102.018,4,0.964,7,"Summer",1
"1186","Hotel Room Service","Pitbull",2009-07-04,63,23,0.007,0.851,237640,0.629,0.000372,1,0.075,-8.385,1,0.175,125.984,4,0.789,7,"Summer",2
"1187","Hotline Bling","Drake",2015-08-22,66,36,0.003,0.903,267067,0.621,0.000186,2,0.05,-8.132,1,0.0578,134.969,4,0.553,8,"Summer",16
"1188","House Party","Sam Hunt",2015-06-20,85,20,0.116,0.746,190240,0.86,0,8,0.028,-5.245,1,0.0518,103.963,4,0.866,6,"Summer",2
"1189","How 'Bout Them Cowgirls","George Strait",2007-09-22,97,20,0.392,0.611,235913,0.732,0,4,0.371,-6.677,1,0.0353,117.023,4,0.454,9,"Fall",6
"1190","How 'Bout You","Eric Church",2006-07-22,99,4,0.01,0.547,229880,0.878,1.91e-05,4,0.353,-7.19,1,0.0382,120.044,4,0.767,7,"Summer",0
"1191","How Am I Doin'","Dierks Bentley",2004-10-23,72,16,0.124,0.53,228040,0.9,0,9,0.253,-6.119,1,0.148,181.752,4,0.65,10,"Fall",1
"1192","How Come","D12",2004-07-03,70,12,0.28,0.745,249533,0.858,0,9,0.188,-2.221,1,0.237,89.983,4,0.547,7,"Summer",1
"1193","How Come You Don't Call Me","Alicia Keys",2002-04-06,74,9,0.155,0.835,237627,0.547,0.000291,6,0.058,-7.69,0,0.0515,124.561,3,0.759,4,"Spring",2
"1194","How Country Feels","Randy Houser",2012-10-20,100,20,0.038,0.678,185907,0.839,0,7,0.074,-3.617,1,0.0394,104.952,4,0.772,10,"Fall",0
"1195","How Do You Get That Lonely","Blaine Larsen",2005-03-19,91,7,0.446,0.594,248533,0.506,0,5,0.062,-5.487,1,0.0267,135.809,4,0.268,3,"Spring",0
"1196","How Do You Like Me Now?!","Toby Keith",2000-01-29,77,20,0.076,0.645,207258,0.76,8.69333333333333e-06,0,0.115,-6.683,1,0.0387,109.423,4,0.677,1,"Winter",0
"1197","How Far","Martina McBride",2004-07-10,72,8,0.339,0.473,235267,0.627,0,6,0.103,-4.836,1,0.03,140.104,4,0.359,7,"Summer",5
"1198","How Far We've Come","matchbox twenty",2007-09-15,93,22,0.005,0.566,212253,0.906,0,0,0.21,-5.092,1,0.0642,83,4,0.787,9,"Fall",0
"1199","How I'll Always Be","Tim McGraw",2016-11-05,99,12,0.312,0.578,213453,0.825,1.4e-05,2,0.091,-4.693,1,0.0331,93.035,4,0.654,11,"Fall",4
"1200","How Long","Charlie Puth",2017-10-28,60,23,0.211,0.845,200853,0.561,3.49e-06,1,0.038,-5.253,0,0.0778,109.974,4,0.811,10,"Fall",2
"1201","How Low","Ludacris",2009-12-26,13,21,0.002,0.784,201587,0.498,1.23e-06,1,0.224,-6.977,1,0.0533,143.96,4,0.418,12,"Winter",0
"1202","How Many Drinks?","Miguel",2013-05-04,88,20,0.003,0.379,272987,0.608,0.000614,0,0.248,-7.011,0,0.134,81.822,4,0.241,5,"Spring",3
"1203","How Not To","Dan + Shay",2017-04-22,98,14,0.208,0.501,192000,0.836,0,11,0.152,-3.587,0,0.0491,159.863,4,0.618,4,"Spring",1
"1204","How To Love","Lil Wayne",2011-06-11,69,24,0,0.644,240307,0.661,5.14e-06,11,0.108,-6.093,1,0.0418,154.001,4,0.272,6,"Summer",2
"1205","How To Save A Life","The Fray",2006-04-15,93,58,0.282,0.637,264213,0.734,0,10,0.097,-4.038,1,0.0384,122.028,4,0.395,4,"Spring",1
"1206","How Would You Feel (Paean)","Ed Sheeran",2017-03-11,84,2,0.424,0.617,280533,0.439,0,9,0.127,-5.63,1,0.0269,139.979,4,0.242,3,"Spring",6
"1207","How You Gonna Act Like That","Tyrese",2003-01-04,73,25,0.107,0.733,294693,0.521,0,3,0.069,-3.657,0,0.0457,112.913,4,0.525,1,"Winter",2
"1208","How You Remind Me","Nickelback",2001-09-08,75,49,0.001,0.439,224006,0.78,0,10,0.1,-4.532,1,0.0325,172.053,4,0.531,9,"Fall",0
"1209","Human","Rag'n'Bone Man",2017-04-22,100,7,0.393,0.602,200187,0.707,0,11,0.165,-4.097,1,0.302,75.09,4,0.554,4,"Spring",0
"1210","Human","The Killers",2008-10-18,32,20,0.001,0.554,245346,0.826,0.000998,10,0.095,-7.58,1,0.0614,135.476,4,0.568,10,"Fall",3
"1211","Humble And Kind","Tim McGraw",2016-02-13,95,20,0.679,0.355,259267,0.48,2.28e-06,11,0.12,-7.31,1,0.0282,100.956,3,0.137,2,"Winter",4
"1212","Huncho Jack","Huncho Jack",2018-01-06,87,1,0.008,0.793,199227,0.568,0,5,0.185,-3.528,0,0.0497,136.931,4,0.061,1,"Winter",0
"1213","Hung Up","Madonna",2005-11-05,20,20,0.004,0.645,337306,0.647,0.163,9,0.08,-7.633,0,0.0474,125.006,4,0.41,11,"Fall",1
"1214","Hurricane","Luke Combs",2017-03-04,96,22,0.015,0.464,222533,0.813,0,10,0.254,-6.185,1,0.0416,75.975,4,0.516,3,"Spring",0
"1215","Hurry Home","Jason Michael Carroll",2010-02-13,99,1,0.248,0.617,242867,0.453,0,2,0.109,-7.956,1,0.0316,133.958,4,0.252,2,"Winter",2
"1216","Hurt","Christina Aguilera",2006-10-14,100,20,0.785,0.354,243500,0.288,0,4,0.104,-7.019,0,0.0306,111.323,4,0.125,10,"Fall",2
"1217","Hurt Feelings","Mac Miller",2018-09-22,70,1,0.343,0.69,245640,0.462,0.00218,8,0.113,-8.054,1,0.13,157.655,4,0.325,9,"Fall",0
"1218","Hustle Hard","Ace Hood",2011-04-23,87,16,0.001,0.789,198173,0.749,6.9e-05,1,0.526,-3.87,1,0.0597,140.07,4,0.084,4,"Spring",0
"1219","Hustler Musik","Lil Wayne",2006-04-29,96,6,0.36,0.661,303667,0.746,0,8,0.454,-2.223,0,0.25,83.939,4,0.678,4,"Spring",0
"1220","Hustler's Ambition","50 Cent",2005-11-05,73,5,0.265,0.627,237347,0.675,0,7,0.309,-8.299,1,0.284,87.93,4,0.662,11,"Fall",7
"1221","Hustlin'","Rick Ross",2006-05-20,90,17,0.09,0.505,254093,0.657,0,9,0.061,-7.254,1,0.288,135.995,4,0.666,5,"Spring",0
"1222","Hype","Drake",2016-05-21,33,10,0.024,0.789,209413,0.608,0,7,0.368,-8.288,1,0.189,129.958,4,0.271,5,"Spring",17
"1223","Hypnotize","System Of A Down",2005-11-05,98,15,0.03,0.274,189440,0.92,0.000412,6,0.115,-4.096,1,0.0489,153.986,4,0.04,11,"Fall",1
"1224","i","Kendrick Lamar",2014-10-11,39,11,0.708,0.541,336013,0.809,0,8,0.72,-4.286,1,0.324,120.094,4,0.753,10,"Fall",0
"1225","I Almost Do","Taylor Swift",2012-11-10,65,1,0.02,0.566,242573,0.484,0.000147,4,0.171,-7.191,1,0.0274,145.977,4,0.22,11,"Fall",22
"1226","I Am","Mary J. Blige",2009-12-26,67,20,0.11,0.449,203520,0.715,0,11,0.532,-3.636,0,0.271,169.916,4,0.516,12,"Winter",2
"1227","I Am Mine","Pearl Jam",2002-10-12,74,8,0.137,0.3,211351,0.768,0.0778926666666667,7,0.386,-5.906,1,0.0328,167.072,3,0.487,10,"Fall",1
"1228","I Believe","Diamond Rio",2003-03-22,69,20,0.706,0.41,236560,0.234,0,10,0.107,-10.767,1,0.0322,122.022,4,0.153,3,"Spring",2
"1229","I Believe","Fantasia",2004-07-10,1,10,0.357,0.525,302027,0.446,0,8,0.161,-8.797,1,0.0308,133.865,4,0.134,7,"Summer",0
"1230","I Belong To You","Lenny Kravitz",2000-03-25,78,9,0,0.69,257733,0.664,0.0343,5,0.073,-7.715,0,0.0542,87.287,4,0.63,3,"Spring",2
"1231","I Bet","Ciara",2015-02-14,96,14,0.076,0.743,287933,0.618,0,8,0.073,-7.227,1,0.0732,129.034,4,0.285,2,"Winter",0
"1232","I Bet My Life","Imagine Dragons",2014-11-15,72,22,0.367,0.545,192707,0.659,0.00111,1,0.415,-8.18,1,0.0394,108.04,4,0.599,11,"Fall",5
"1233","I Breathe In, I Breathe Out","Chris Cagle",2002-02-09,78,20,0.184,0.518,244600,0.478,0,7,0.202,-8.18,1,0.0233,93.05,4,0.22,2,"Winter",2
"1234","I Can","Nas",2003-03-01,46,20,0.103,0.837,253720,0.885,0,6,0.067,-3.914,0,0.182,95.313,4,0.694,3,"Spring",3
"1235","I Can Do Anything","3OH!3",2010-07-17,100,1,0.002,0.54,190880,0.906,0,5,0.368,-4.652,0,0.236,169.94,4,0.438,7,"Summer",2
"1236","I Can Only Imagine","MercyMe",2003-10-11,99,18,0.085,0.44,249506,0.599,0,4,0.086,-5.737,1,0.0464,119.74,4,0.145,10,"Fall",0
"1237","I Can't Hate You Anymore","Nick Lachey",2006-09-23,87,6,0.084,0.443,232640,0.685,0,4,0.085,-6.325,1,0.0318,143.905,4,0.179,9,"Fall",1
"1238","I Can't Love You Back","Easton Corbin",2011-03-26,97,11,0.327,0.567,245187,0.448,2.91e-05,11,0.133,-10.904,1,0.0296,134.018,4,0.101,3,"Spring",2
"1239","I Can't Stop Loving You","Kem",2005-05-21,98,14,0.72,0.7,323920,0.297,3.35e-06,3,0.125,-9.99,0,0.0459,141.171,4,0.143,5,"Spring",0
"1240","I Can't Unlove You","Kenny Rogers",2006-06-17,98,5,0.085,0.538,204653,0.457,2.76e-06,10,0.158,-5.876,1,0.027,139.827,4,0.439,6,"Summer",0
"1241","I Choose You","Sara Bareilles",2014-05-24,94,5,0.105,0.731,218573,0.572,0.00012,6,0.133,-7.889,0,0.0445,154.038,4,0.947,5,"Spring",1
